"","iso2c","year","income_pc","market_wealth","final_consumption","household_expenditure","share_capital_income","share_labor_income","labor_income","Pi","C","K","f","g","r","country"
"243","CH",2010,64579.5898424277,2881194907399.87,67921776202.5481,324328734776.843,0.248137474060059,0.751862525939941,379817865838.377,379817865838.377,392250510979.391,2881194907399.87,0.00446651295447484,0.035089012217934,0.0395555251724088,"Switzerland"
"244","CH",2011,63165.0911876791,3011308096613.72,70180760571.6656,329443755647.221,0.21424575150013,0.785754263401031,392639618477.229,392639618477.229,399624516218.886,3011308096613.72,0.00242430587521784,0.0451594541138741,0.047583759989092,"Switzerland"
"245","CH",2012,64063.5157534053,3205627995249.9,71528359605.1984,334183592326.92,0.223721757531166,0.776278257369995,397637114432.659,397637114432.659,405711951932.118,3205627995249.9,0.00268150492755625,0.0645300621529561,0.0672115670805123,"Switzerland"
"246","CH",2013,64553.8356652404,3407706958719.84,73492331507.054,340759783429.307,0.221948266029358,0.778051733970642,406248420775.944,406248420775.944,414252114936.361,3407706958719.84,0.00249676324647676,0.0630388066766889,0.0655355699231657,"Switzerland"
"247","CH",2014,64620.5984168721,3642651005647.97,75994890230.6054,346613487733.5,0.213165819644928,0.786834180355072,416313613205.822,416313613205.822,422608377964.106,3642651005647.97,0.00184721422192012,0.0689449092231775,0.0707921234450976,"Switzerland"
"248","CH",2015,65734.8627983333,3838293640345.97,77468248512.0649,354521340899.3,0.218137085437775,0.781862914562225,425644839877.188,425644839877.188,431989589411.364,3838293640345.97,0.00174179451293552,0.0537088604960108,0.0554506550089463,"Switzerland"
"249","CH",2016,65628.1810720613,3967122523992.15,78948942343.9261,361856274595.45,0.213799685239792,0.786200344562531,432015847502.367,432015847502.367,440805216939.376,3967122523992.15,0.00228991584818323,0.0335641031452097,0.035854018993393,"Switzerland"
"250","CH",2017,65384.605988586,4208525490590.8,79688421003.3379,369625888340.183,0.199368566274643,0.800631403923035,442437329636.082,442437329636.082,449314309343.521,4208525490590.8,0.00173349314669469,0.0608508976313962,0.0625843907780909,"Switzerland"
"251","CH",2018,64949.0632305378,4346906689020.26,80142648995.414,374090706796.193,0.208427593111992,0.791572391986847,437743394429.772,437743394429.772,454233355791.607,4346906689020.26,0.00391822774952945,0.0328811596220217,0.0367993873715512,"Switzerland"
"252","CH",2019,65995.5743150909,4527283588917.67,81768333551.3658,380259223062.095,0.203227862715721,0.796772122383118,450933737827.53,450933737827.53,462027556613.461,4527283588917.67,0.00255211799552836,0.0414954616700224,0.0440475796655507,"Switzerland"
"253","CI",1996,4363.87218918916,18511800958.5494,11069082015.7716,45476427986.2949,0.285435855388641,0.714564144611359,46184479708.1282,46184479708.1282,56545510002.0666,18511800958.5494,0.862549503313816,0.541096229742959,1.40364573305678,"Côte d’Ivoire"
"254","CI",1997,4771.97933837512,33608085208.5118,11512095174.7236,48434599419.005,0.340844869613648,0.659155130386353,48237281256.2974,48237281256.2974,59946694593.7286,33608085208.5118,0.632537772183824,0.815495168933869,1.44803294111769,"Côte d’Ivoire"
"255","CI",1998,4817.84817806196,37777538765.5475,10919570136.99,51737389640.5944,0.338429600000382,0.661570370197296,50548079859.7581,50548079859.7581,62656959777.5844,37777538765.5475,0.360296632274651,0.12406102671924,0.484357658993891,"Côte d’Ivoire"
"256","CI",1999,4662.80733724334,36762037408.3085,12011632447.8746,51353198909.411,0.320865333080292,0.679134666919708,51762120890.4456,51762120890.4456,63364831357.2856,36762037408.3085,0.30713251434531,-0.0268810883509726,0.280251425994337,"Côte d’Ivoire"
"257","CI",2000,4568.67719137527,37624072617.4573,12494796908.6452,53851185642.1375,0.31060990691185,0.689390063285828,52912252639.3871,52912252639.3871,66345982550.7826,37624072617.4573,0.365423976973578,0.0234490596800808,0.388873036653659,"Côte d’Ivoire"
"258","CL",1996,13728.5135687827,321801680211.201,31497683324.5891,150633402704.651,0.364218682050705,0.635781347751617,127568799575.695,127568799575.695,182131086029.24,321801680211.201,0.185865707114986,0.0962131672060648,0.282078874321051,"Chile"
"259","CL",1997,14629.7959378193,351132722397.737,34761735477.9113,160718302681.05,0.36660560965538,0.633394360542297,137229246675.651,137229246675.651,195480038158.962,351132722397.737,0.181014566005622,0.0911463301474533,0.272160896153075,"Chile"
"260","CL",1998,15205.3695842112,374498125221.42,37195855281.1263,171443605839.406,0.350580275058746,0.649419724941254,148087829345.349,148087829345.349,208639461120.532,374498125221.42,0.172446564825122,0.0665429375654049,0.238989502390527,"Chile"
"261","CL",1999,14748.5372882987,378232891727.634,39847354134.8917,170696270638.094,0.3225037753582,0.677496194839478,151643869711.393,151643869711.393,210543624772.985,378232891727.634,0.157276501789612,0.0099727241732015,0.167249225962813,"Chile"
"262","CL",2000,15269.1865640439,408189313291.52,41993632523.387,177375432634.817,0.341232180595398,0.658767819404602,154421427140.045,154421427140.045,219369065158.204,408189313291.52,0.171713352906727,0.0792009955217144,0.250914348428441,"Chile"
"263","CL",2001,15588.6107610226,430600794593.478,43404050726.7983,183202092797.984,0.350873917341232,0.64912611246109,157086732644.064,157086732644.064,226606143524.782,430600794593.478,0.170311687780687,0.0549046253103463,0.225216313091033,"Chile"
"264","CL",2002,15981.157932016,458933420297.404,46664202815.7353,187788460430.044,0.34613761305809,0.653862416744232,163991926927.371,163991926927.371,234452663245.779,458933420297.404,0.163633549224935,0.0657978946153007,0.229431443840235,"Chile"
"265","CL",2003,16446.1999465758,494741883967.731,42851223355.5053,199266917361.519,0.314110487699509,0.685889542102814,178895170590.47,178895170590.47,242118140717.024,494741883967.731,0.137760658366488,0.0780253999526147,0.215786058319103,"Chile"
"266","CL",2004,16914.3772447414,535111207227.764,42937524664.7586,197153676931.834,0.349015444517136,0.650984585285187,176373808187.937,176373808187.937,240091201596.593,535111207227.764,0.128789163548586,0.081596736739326,0.210385900287912,"Chile"
"267","CL",2005,19270.9712916892,572838574632.221,43496305714.0161,205282419903.208,0.378984540700912,0.62101548910141,193579203555.902,193579203555.902,248778725617.224,572838574632.221,0.103155234492832,0.0705037885487587,0.17365902304159,"Chile"
"268","CL",2006,19324.4085500776,600489977080.765,43283563056.4041,202616198981.92,0.413630336523056,0.586369693279266,185091116235.755,185091116235.755,245899762038.324,600489977080.765,0.106153196546879,0.0482708457025552,0.154424042249435,"Chile"
"269","CL",2007,20434.019777448,668534589557.816,46181941389.9983,214320571421.269,0.426564782857895,0.573435246944427,193287906457.462,193287906457.462,260502512811.267,668534589557.816,0.111932936300725,0.113315151083528,0.225248087384253,"Chile"
"270","CL",2008,20069.1994655481,728957809702.498,53186371458.5694,241536625805.161,0.386631011962891,0.613368988037109,205099664917.944,205099664917.944,294722997263.731,728957809702.498,0.134059379642668,0.0903815914516064,0.224440971094275,"Chile"
"271","CL",2009,19694.3977850181,724860454300.463,61960021150.4508,240842720585.219,0.378096073865891,0.621903955936432,206176462576.701,206176462576.701,302802741735.67,724860454300.463,0.132554007753074,-0.00562084025645737,0.126933167496616,"Chile"
"272","CO",1996,8662.84462529265,180452717143.948,40480822355.4623,240460362088.034,0.351067721843719,0.648932278156281,205933650960.059,205933650960.059,280941184443.496,180452717143.948,0.446895013338837,0.0751375987170905,0.522032612055927,"Colombia"
"273","CO",1997,8669.82488065155,200310816310.062,48088985875.7926,244083424166.706,0.350650876760483,0.649349093437195,209944053852.636,209944053852.636,292172410042.499,200310816310.062,0.455678127164296,0.110045996981429,0.565724124145725,"Colombia"
"274","CO",1998,8288.99399667391,206360157376.445,48019530582.3969,239854505367.917,0.352852821350098,0.647147178649902,203541397728.727,203541397728.727,287874035950.313,206360157376.445,0.421008908930047,0.0301997724227699,0.451208681352817,"Colombia"
"275","CO",1999,7895.08350505328,199399438405.121,52757799002.8587,229136437601.96,0.357264637947083,0.642735362052917,195797798661.234,195797798661.234,281894236604.818,199399438405.121,0.417214442158649,-0.0337309249024572,0.383483517256192,"Colombia"
"276","CO",2000,9869.38498375347,262030157736.59,55859622277.9674,293806867355.532,0.394067049026489,0.605932950973511,234513786080.874,234513786080.874,349666489633.5,262030157736.59,0.577497632258465,0.314096768939848,0.891594401198313,"Colombia"
"277","CO",2001,9653.52831399945,274341516320.715,55745122055.9959,297249339189.314,0.386663049459457,0.61333692073822,235874700234.194,235874700234.194,352994461245.31,274341516320.715,0.446970539661514,0.0469845100673555,0.493955049728869,"Colombia"
"278","CO",2002,9653.21149798131,278995074995.413,54571982285.8609,300634725664.517,0.378974109888077,0.621025860309601,242517724242.732,242517724242.732,355206707950.378,278995074995.413,0.410761685722798,0.0169626483702077,0.427724334093005,"Colombia"
"279","CO",2003,9774.19658080894,294749985756.973,54405468918.7574,306327250829.473,0.381224095821381,0.618775904178619,248318434916.85,248318434916.85,360732719748.23,294749985756.973,0.402925696208897,0.0564702110308518,0.459395907239749,"Colombia"
"280","CO",2004,10223.3573390393,337416797065.038,58834067634.7713,320304110401.475,0.390159010887146,0.609840989112854,259661222759.486,259661222759.486,379138178036.247,337416797065.038,0.40535016471645,0.144755940186015,0.550106104902465,"Colombia"
"281","CO",2005,10445.5851016458,377453879068.822,66239504668.7784,322637112518.261,0.397908419370651,0.602091550827026,265535874684.511,265535874684.511,388876617187.039,377453879068.822,0.36554416844504,0.11865764346067,0.48420181190571,"Colombia"
"282","CO",2006,11188.1091215137,438152555026.559,71474461083.3092,347307580875.936,0.397439122200012,0.602560877799988,288354295128.042,288354295128.042,418782041959.245,438152555026.559,0.345546182100362,0.160810841598662,0.506357023699024,"Colombia"
"283","CO",2007,11749.4646059384,493683731227.405,75293281431.7486,368266939147.29,0.390361338853836,0.609638631343842,310201909833.577,310201909833.577,443560220579.039,493683731227.405,0.304365019022604,0.12673936409541,0.431104383118015,"Colombia"
"284","CO",2008,12027.8789166391,532239510836.001,75072178299.9027,378161504160.971,0.40183487534523,0.598165094852448,315236142866.463,315236142866.463,453233682460.873,532239510836.001,0.279526204461546,0.078098136863328,0.357624341324874,"Colombia"
"285","CO",2009,12017.8541366182,566505764366.922,79597467772.7827,384175863699.898,0.393032044172287,0.606967926025391,323245727325.588,323245727325.588,463773331472.68,566505764366.922,0.264030763004352,0.0643812660151796,0.328412029019532,"Colombia"
"286","CO",2010,12511.9982618786,606025340154.461,84416659334.5076,404833417168.591,0.392239183187485,0.607760846614838,340795247541.478,340795247541.478,489250076503.099,606025340154.461,0.262053518780203,0.0697602359469413,0.331813754727144,"Colombia"
"287","CO",2011,13153.915165809,624485344993.474,87478169586.237,423655077848.593,0.412210822105408,0.587789177894592,350316132965.72,350316132965.72,511133247434.83,624485344993.474,0.265363680053578,0.0304607804589622,0.295824460512541,"Colombia"
"288","CO",2012,13565.6368994247,649383636220.513,91767133885.2124,447628119558.196,0.406199097633362,0.593800902366638,368790534707.869,368790534707.869,539395253443.408,649383636220.513,0.273192509805529,0.0398700969152433,0.313062606720772,"Colombia"
"289","CO",2013,14205.7108613959,676284841364.863,100939629612.116,470014784649.004,0.40842404961586,0.591575980186462,388572323434.273,388572323434.273,570954414261.12,676284841364.863,0.280854152544298,0.0414257515032527,0.32227990404755,"Colombia"
"290","CO",2014,14698.0777260668,711792496179.58,105803984940.218,492256294766.712,0.394987851381302,0.605012178421021,415084385121.934,415084385121.934,598060279706.93,711792496179.58,0.270560396142724,0.0525039933514642,0.323064389494188,"Colombia"
"291","CO",2015,15313.5894315427,781215768189.477,113134937681.129,525979783646.801,0.385317832231522,0.614682197570801,443537558459.116,443537558459.116,639114721327.93,781215768189.477,0.274767104062686,0.0975330203430281,0.372300124405714,"Colombia"
"292","CO",2016,15503.9881312216,855405300323.87,113992244386.281,541534485122.747,0.384194374084473,0.615805625915527,454706096898.374,454706096898.374,655526729509.027,855405300323.87,0.257061673340349,0.094966762263814,0.352028435604163,"Colombia"
"293","CO",2017,15334.250729831,929019571070.373,118375058138.317,544500633440.302,0.375645011663437,0.624354958534241,462919649267.945,462919649267.945,662875691578.619,929019571070.373,0.233755907562143,0.0860577678424849,0.319813675404628,"Colombia"
"294","CO",2018,15343.6586201256,1004646910964.51,125576931419.671,554871759645.812,0.37299832701683,0.627001702785492,474069012863.192,474069012863.192,680448691065.483,1004646910964.51,0.222147826191121,0.08140554004369,0.303553366234811,"Colombia"
"295","CO",2019,15471.653579322,1067121369390.14,129962240765.543,570406755653.543,0.363242298364639,0.636757671833038,494431011181.422,494431011181.422,700368996419.087,1067121369390.14,0.204985436166775,0.0621854879996038,0.267170924166379,"Colombia"
"296","CR",2012,19343.6191765122,250646922816.258,16448355865.4898,63975161974.0433,0.350585907697678,0.6494140625,59501167078.5071,59501167078.5071,80423517839.5331,250646922816.258,0.0887923822183632,0.0637206892647633,0.152513071483126,"Costa Rica"
"297","CR",2013,19499.960775771,257304719281.875,17299351508.1677,65711542230.144,0.333829522132873,0.666170477867126,62243470403.1976,62243470403.1976,83010893738.3117,257304719281.875,0.0828552894317325,0.0265624504414824,0.109417739873215,"Costa Rica"
"298","CR",2014,19879.5494489991,271072767490.328,17796970775.8626,67819534857.523,0.330665290355682,0.669334709644318,64458444965.2206,64458444965.2206,85616505633.3856,271072767490.328,0.082229586488799,0.0535087278883939,0.135738314377193,"Costa Rica"
"299","CR",2015,20354.1723576826,302620700280.927,18389391425.3985,68936932750.5075,0.328472137451172,0.671527862548828,66910094811.6133,66910094811.6133,87326324175.906,302620700280.927,0.0753164161539066,0.116381785904498,0.191698202058405,"Costa Rica"
"300","CR",2016,21001.6623796722,319198827770.389,18816238911.1214,70877410926.8948,0.338417798280716,0.661582231521606,68710294038.293,68710294038.293,89693649838.0161,319198827770.389,0.0693387986355329,0.0547818687686356,0.124120667404168,"Costa Rica"
"301","CR",2017,21437.0605432681,318365058463.571,18678776987.0782,74917517792.7916,0.364491134881973,0.635508835315704,68033315400.7755,68033315400.7755,93596294779.8698,318365058463.571,0.0800848159676911,-0.00261206882444537,0.0774727471432457,"Costa Rica"
"302","CV",2007,6836.11078821532,2849042604.33285,560428927.340186,2020438289.82334,0.304076105356216,0.695923864841461,2401223288.57603,2401223288.57603,2580867217.16353,2849042604.33285,0.0825594334458645,0.309342014095872,0.391901447541737,"Cape Verde"
"303","CV",2008,7198.02898939104,2987819324.83578,577842595.560809,2080680265.84803,0.304477900266647,0.695522129535675,2554940371.79434,2554940371.79434,2658522861.40884,2987819324.83578,0.0363569465254639,0.0487099491920132,0.0850668957174771,"Cape Verde"
"304","CV",2009,6982.32747238254,2693896116.36447,616475740.912269,2168196773.06449,0.284003615379333,0.715996384620667,2577840284.88367,2577840284.88367,2784672513.97676,2693896116.36447,0.0692251460367216,-0.0983738226833598,-0.0291486766466381,"Cape Verde"
"305","CV",2010,6835.07268997038,2509495700.60024,630623297.315929,2158692589.98522,0.247069969773293,0.752930045127869,2682329971.91342,2682329971.91342,2789315887.30115,2509495700.60024,0.0397141948933447,-0.068451197744434,-0.0287370028510892,"Cape Verde"
"306","CV",2011,7119.88969539195,2917234929.94126,660299476.096832,2238484688.14928,0.259772449731827,0.740227520465851,2780213949.89188,2780213949.89188,2898784164.24612,2917234929.94126,0.0472486222334924,0.162478552660398,0.20972717489389,"Cape Verde"
"307","CV",2012,7071.03788472009,2725555899.04144,622829109.878366,2342480710.49022,0.230567321181297,0.769432663917542,2904586874.09918,2904586874.09918,2965309820.36859,2725555899.04144,0.0208152403655166,-0.0657057232287002,-0.0448904828631836,"Cape Verde"
"308","CV",2013,7087.77858483848,2769962344.16605,634493826.909247,2372124394.6543,0.243786364793777,0.7562136054039,2894010284.61499,2894010284.61499,3006618221.56354,2769962344.16605,0.0413155851942551,0.0162926194763521,0.0576082046706072,"Cape Verde"
"309","CV",2014,6934.91807190365,2693781713.82919,674795118.774687,2372238797.18957,0.209231585264206,0.790768444538116,2994634426.69256,2994634426.69256,3047033915.96426,2693781713.82919,0.0189170402919248,-0.0275024064848052,-0.00858536619288042,"Cape Verde"
"310","CV",2015,7018.93628017408,2674066164.54961,696283459.766793,2408638139.04708,0.208383768796921,0.791616201400757,3068001786.38663,3068001786.38663,3104921598.81387,2674066164.54961,0.0137055694742094,-0.00731891124598862,0.00638665822822077,"Cape Verde"
"311","CV",2016,7246.08091804679,2902738571.1286,667058535.43059,2441948254.38473,0.240446493029594,0.759553492069244,3073281381.6197,3073281381.6197,3109006789.81532,2902738571.1286,0.0133599567090878,0.0855148648191746,0.0988748215282624,"Cape Verde"
"312","CV",2017,7514.61180110776,3090903349.50114,720868233.385238,2615934995.86592,0.233871832489967,0.766128182411194,3252527737.52818,3252527737.52818,3336803229.25116,3090903349.50114,0.0290330974208995,0.0648231915350819,0.0938562889559813,"Cape Verde"
"313","CY",1996,29390.9410414556,57820738486.5329,2788686904.50634,13309185488.5684,0.339032977819443,0.660966992378235,12838950008.0093,12838950008.0093,16097872393.0747,57820738486.5329,0.0585160346182513,0.0382083201600596,0.0967243547783109,"Cyprus"
"314","CY",1997,29671.984447514,61388854210.3626,3374144891.4594,13886166749.2446,0.32775691151619,0.672243058681488,13372318237.4439,13372318237.4439,17260311640.704,61388854210.3626,0.0672421955344917,0.061709964577169,0.128952160111661,"Cyprus"
"315","CY",1998,34143.9166480418,68083398658.3896,3917483008.77587,14855332914.0675,0.419392377138138,0.580607652664185,13458687877.5948,13458687877.5948,18772815922.8433,68083398658.3896,0.0865650306330603,0.109051464376362,0.195616495009422,"Cyprus"
"316","CY",1999,32778.3539245815,77896669100.9944,4234612402.02514,15543170355.7653,0.356434643268585,0.643565356731415,14479587991.2837,14479587991.2837,19777782757.7904,77896669100.9944,0.0778191875098734,0.144136024875068,0.221955212384941,"Cyprus"
"317","CY",2000,33654.9045847586,85306120482.0573,4364279450.25878,16828026085.0042,0.3343865275383,0.6656134724617,15537471781.76,15537471781.76,21192305535.263,85306120482.0573,0.0725940379577901,0.0951189757736165,0.167713013731407,"Cyprus"
"318","CY",2001,35369.3905757528,87139930458.9967,4552326504.08933,16949936321.3776,0.354553014039993,0.645447015762329,16010004560.2927,16010004560.2927,21502262825.467,87139930458.9967,0.0643829333011283,0.0214968160148023,0.0858797493159307,"Cyprus"
"319","CY",2002,36608.717536418,98138378628.3461,4925442985.43513,17653624292.5574,0.354569315910339,0.645430684089661,16766739668.0452,16766739668.0452,22579067277.9925,98138378628.3461,0.0667010815745632,0.126215939253299,0.192917020827862,"Cyprus"
"320","CY",2003,37334.78962613,106839909707.449,5568123086.07866,18041096062.4201,0.322728574275971,0.67727142572403,18151058235.7714,18151058235.7714,23609219148.4988,106839909707.449,0.0556169868405684,0.0886659347823102,0.144282921622879,"Cyprus"
"321","CY",2004,38775.158727543,111631830290.167,6173217802.65643,20783932752.576,0.300380975008011,0.699618995189667,19748515227.9792,19748515227.9792,26957150555.2324,111631830290.167,0.0674713723269893,0.0448514098883043,0.112322782215294,"Cyprus"
"322","CY",2005,40274.7495448352,120863615574.021,6403850188.03083,21921936579.9653,0.300604343414307,0.699395656585693,20803176610.3814,20803176610.3814,28325786767.9961,120863615574.021,0.0673876808976524,0.0826985032840376,0.15008618418169,"Cyprus"
"323","CY",2006,41899.0176587152,135761645087.193,6978637571.58419,23099432855.3489,0.305909097194672,0.694090902805328,21839357153.085,21839357153.085,30078070426.9331,135761645087.193,0.0681653716440607,0.123263146170304,0.191428517814364,"Cyprus"
"324","CY",2007,44520.8773082096,150896005126.079,8199530855.41852,26631976650.3345,0.293769717216492,0.706230282783508,24119969665.1089,24119969665.1089,34831507505.753,150896005126.079,0.0788995878310447,0.111477435539068,0.190377023370113,"Cyprus"
"325","CY",2008,46262.8962022003,157024540802.123,6210610352.50346,24416560610.158,0.326274514198303,0.673725485801697,24518131881.1915,24518131881.1915,30627170962.6614,157024540802.123,0.0404850948596395,0.0406143003648375,0.0810993952244769,"Cyprus"
"326","CY",2009,41747.8464366025,158314826033.686,6775307408.50151,22638143259.965,0.281570047140122,0.718429982662201,24235309208.5706,24235309208.5706,29413450668.4665,158314826033.686,0.0329766381321324,0.0082170928504029,0.0411937309825353,"Cyprus"
"327","CY",2010,44391.1782871759,155428870002.88,6702111085.45089,24018928471.8053,0.29353854060173,0.706461489200592,26011933175.2839,26011933175.2839,30721039557.2561,155428870002.88,0.0297452013810145,-0.0182292215019225,0.011515979879092,"Cyprus"
"328","CY",2011,41853.4758128783,152501761819.907,6917895679.28072,24108800743.4533,0.342701554298401,0.657298445701599,23407916952.4495,23407916952.4495,31026696422.7341,152501761819.907,0.0490177884593986,-0.0188324613240687,0.03018532713533,"Cyprus"
"329","CY",2012,38204.240606918,142863207158.812,6602535041.27905,23625910169.1961,0.307588309049606,0.692411720752716,22853946014.1081,22853946014.1081,30228445210.4752,142863207158.812,0.0483568131171874,-0.0632029069439712,-0.0148460938267838,"Cyprus"
"330","CY",2013,35342.550324404,135249392289.232,6122940380.6223,22026242603.709,0.29014727473259,0.709852695465088,21624112621.5565,21624112621.5565,28149182984.3313,135249392289.232,0.0456735536919686,-0.0532944417320545,-0.00762088804008591,"Cyprus"
"331","CY",2014,35225.3190330291,131527186509.246,5460135036.99997,22176577047.2191,0.292257517576218,0.707742512226105,21253328938.3067,21253328938.3067,27636712084.2191,131527186509.246,0.0471971299675893,-0.027521053640122,0.0196760763274673,"Cyprus"
"332","CY",2015,36994.8708300163,134760673245.302,5500751243.02757,22471525629.0477,0.319791048765182,0.680208921432495,21331728360.4169,21331728360.4169,27972276872.0753,134760673245.302,0.0504880297974865,0.0245841701770784,0.0750721999745649,"Cyprus"
"333","CY",2016,38101.9013259689,138335661846.665,5465729889.12525,23328048239.1251,0.313597977161408,0.686402022838593,22272110155.5392,22272110155.5392,28793778128.2504,138335661846.665,0.0483944448751747,0.0265284263967405,0.0749228712719152,"Cyprus"
"334","CY",2017,40840.6459410143,144158698470.983,5649651177.26925,24556435016.3693,0.318611323833466,0.681388676166534,23932392822.7963,23932392822.7963,30206086193.6386,144158698470.983,0.0453512368907172,0.0420935321130177,0.0874447690037349,"Cyprus"
"335","CY",2018,47621.0129204477,157182198512.974,5878024964.1508,25910395436.8456,0.317750155925751,0.682249844074249,28265792586.287,28265792586.287,31788420400.9964,157182198512.974,0.0244357631698403,0.0903414097111369,0.114777172880977,"Cyprus"
"336","CY",2019,50630.2380039239,170947302609.814,7403477066.65896,27914849955.1456,0.320480912923813,0.67951911687851,29903137079.7351,29903137079.7351,35318327021.8046,170947302609.814,0.0344516745108543,0.0875741924153278,0.122025866926182,"Cyprus"
"337","CZ",1994,20722.2717101217,1469650758530.64,47684411219.716,119051524314.089,0.297030299901962,0.702969670295715,150568200880.315,150568200880.315,166735935533.805,1469650758530.64,0.0105408654773643,-0.0418329298203091,-0.0312920643429448,"Czechia"
"338","CZ",1995,21954.2793636485,1464363881248.31,51238083430.983,123717767679.699,0.298070251941681,0.701929748058319,159200723739.148,159200723739.148,174955851110.682,1464363881248.31,0.0107203206476661,-0.00359736981840506,0.00712295082926107,"Czechia"
"339","CZ",1996,22803.1219470574,1434455422194.84,51452485882.7062,130414249822.219,0.281322926282883,0.71867710351944,169048847721.985,169048847721.985,181866735704.925,1434455422194.84,0.00875321233135935,-0.0204241988186516,-0.0116709864872923,"Czechia"
"340","CZ",1997,22361.2061582923,1433768405330.73,52711939064.7319,134376723529.429,0.268580347299576,0.731419682502747,168520486971.189,168520486971.189,187088662594.161,1433768405330.73,0.0129444075679688,-0.000478939152431617,0.0124654684155372,"Czechia"
"341","CZ",1998,22204.7215494658,1428668854748.21,49693999322.0708,131718055075.269,0.293693989515305,0.706306040287018,161458997562.028,161458997562.028,181412054397.34,1428668854748.21,0.0139165131280112,-0.00355674637797998,0.0103597667500312,"Czechia"
"342","CZ",1999,22396.5364730287,1484453832163.42,52774757284.0108,134736508824.119,0.283089935779571,0.716910064220428,165103457452.473,165103457452.473,187511266108.13,1484453832163.42,0.015684396409416,0.0390468212628899,0.0547312176723059,"Czechia"
"343","CZ",2000,23222.5541480683,1530471930506.32,53909135626.8327,139245342553.815,0.277919173240662,0.722080826759338,172255107037.909,172255107037.909,193154478180.647,1530471930506.32,0.0140788286505884,0.031000019903507,0.0450788485540954,"Czechia"
"344","CZ",2001,23890.5403783021,1517362868972.74,55541300407.3256,141707936684.325,0.280461877584457,0.719538152217865,175755474894.77,175755474894.77,197249237091.651,1517362868972.74,0.014043878733385,-0.00856537207399131,0.00547850665939371,"Czechia"
"345","CZ",2002,24268.6945713044,1498543693653.75,60708495156.1189,144115713006.694,0.259378999471664,0.740621030330658,183347734131.191,183347734131.191,204824208162.813,1498543693653.75,0.0141538154588966,-0.0124025542629314,0.00175126119596517,"Czechia"
"346","CZ",2003,25282.6564488885,1462420252514.16,65961343325.0473,150085685476.29,0.258585751056671,0.741414248943329,191229151985.448,191229151985.448,216047028801.337,1462420252514.16,0.0165613301240337,-0.0241056976133338,-0.00754436748930003,"Czechia"
"347","CZ",2004,26268.3177639796,1412683947627.18,65112700070.5538,153532687125.491,0.252202749252319,0.747797250747681,200498403143.52,200498403143.52,218645387196.045,1412683947627.18,0.0124088708572844,-0.0340095843185087,-0.0216007134612243,"Czechia"
"348","CZ",2005,28206.510508072,1454734679685.45,68264657408.2352,160619528412.284,0.265366613864899,0.734633386135101,212065183892.338,212065183892.338,228884185820.519,1454734679685.45,0.0119057075409051,0.0297665533248957,0.0416722608658009,"Czechia"
"349","CZ",2006,29493.9065090799,1509680342106.63,71382361944.6325,168290842328.576,0.262349516153336,0.737650454044342,223363154379.263,223363154379.263,239673204273.208,1509680342106.63,0.0112117007463326,0.0377702292991709,0.0489819300455035,"Czechia"
"350","CZ",2007,30888.244794735,1573040019311.96,72223337940.1474,174133588747.882,0.270025789737701,0.729974210262299,232752105900.211,232752105900.211,246356926688.03,1573040019311.96,0.00901172281864246,0.0419689356999354,0.0509806585185779,"Czechia"
"351","CZ",2008,31473.8129896258,1654625518322.08,74031949622.7954,183693570810.682,0.266969442367554,0.733030557632446,240626174247.266,240626174247.266,257725520433.478,1654625518322.08,0.0108702550324757,0.0518648591316865,0.0627351141641622,"Czechia"
"352","CZ",2009,29021.2936513752,1639748580096.28,76416800317.2938,179901309300.933,0.237689331173897,0.762310683727264,232105845796.322,232105845796.322,256318109618.227,1639748580096.28,0.0146330777289463,-0.00899112098844067,0.00564195674050562,"Czechia"
"353","CZ",2010,29414.0810579837,1664631048563.98,77898446952.2519,186093522816.626,0.217647716403008,0.782352268695831,242024679591.221,242024679591.221,263991969768.878,1664631048563.98,0.0133967429179706,0.0151745632042199,0.0285713061221905,"Czechia"
"354","CZ",2011,29751.9594184005,1716073244804.29,76467606021.5746,190107320993.623,0.204603582620621,0.795396447181702,248399534853.532,248399534853.532,266574927015.198,1716073244804.29,0.0109185709213729,0.0309030618434517,0.0418216327648247,"Czechia"
"355","CZ",2012,29985.2992627575,1724949941307.16,74620653284.7171,189459863568.765,0.208585247397423,0.791414737701416,249393824070.118,249393824070.118,264080516853.482,1724949941307.16,0.00855831347981808,0.00517267927214192,0.01373099275196,"Czechia"
"356","CZ",2013,29916.6720326939,1721751985174.93,75729597839.841,190039681586.668,0.206419393420219,0.793580591678619,249538007476.215,249538007476.215,265769279426.509,1721751985174.93,0.00940970607993086,-0.00185394141340294,0.00755576466652792,"Czechia"
"357","CZ",2014,30474.4843256478,1734852518013.24,76023790233.697,189706453278.385,0.219034776091576,0.780965209007263,250484680836.895,250484680836.895,265730243512.082,1734852518013.24,0.00885467988796207,0.00760883852675175,0.0164635184147138,"Czechia"
"358","CZ",2015,32312.2779739065,1786429802694.79,78524197134.2786,195258310269.529,0.230812355875969,0.76918762922287,261749692844.991,261749692844.991,273782507403.807,1786429802694.79,0.00693592938528045,0.0297300687787664,0.0366659981640468,"Czechia"
"359","CZ",2016,33245.5937784899,1859316489417.79,80843045626.7193,201377496831.921,0.220689341425896,0.779310643672943,272952769728.333,272952769728.333,282220542458.641,1859316489417.79,0.00518787400228496,0.0408001963542324,0.0459880703565174,"Czechia"
